,contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
936,AAPL260116C00225000,AAPL,2026-01-16,225.00,call,54.05,52.83,52.80,30,52.85,53,57,25749,2025-11-24,0.33194,0.95734,0.00260,-0.05236,0.09545,0.30686
938,AAPL260116C00230000,AAPL,2026-01-16,230.00,call,49.22,48.05,48.00,8,48.10,53,133,21025,2025-11-24,0.31243,0.94906,0.00319,-0.05518,0.11006,0.31062
940,AAPL260116C00235000,AAPL,2026-01-16,235.00,call,44.54,43.33,43.30,25,43.35,26,62,25719,2025-11-24,0.31243,0.92719,0.00421,-0.06547,0.14550,0.30852
942,AAPL260116C00240000,AAPL,2026-01-16,240.00,call,38.85,38.65,38.60,25,38.70,50,255,28820,2025-11-24,0.29292,0.91242,0.00517,-0.06890,0.16731,0.30956
944,AAPL260116C00245000,AAPL,2026-01-16,245.00,call,35.25,34.08,34.05,27,34.10,24,151,18158,2025-11-24,0.29292,0.87922,0.00653,-0.08054,0.21129,0.30257
946,AAPL260116C00250000,AAPL,2026-01-16,250.00,call,30.80,29.65,29.60,23,29.70,54,755,48710,2025-11-24,0.27341,0.85384,0.00797,-0.08404,0.24093,0.29912
948,AAPL260116C00255000,AAPL,2026-01-16,255.00,call,26.39,25.38,25.35,25,25.40,40,161,33408,2025-11-24,0.27341,0.80592,0.00956,-0.09547,0.28905,0.28572
950,AAPL260116C00260000,AAPL,2026-01-16,260.00,call,21.35,21.33,21.30,21,21.35,46,662,61618,2025-11-24,0.25390,0.7645,0.01152,-0.09765,0.32348,0.27545
952,AAPL260116C00265000,AAPL,2026-01-16,265.00,call,18.51,17.58,17.55,10,17.60,35,2042,33634,2025-11-24,0.25390,0.69986,0.01303,-0.10622,0.36565,0.25460
954,AAPL260116C00270000,AAPL,2026-01-16,270.00,call,14.10,14.10,14.10,3,14.10,97,1888,89202,2025-11-24,0.23438,0.63705,0.01522,-0.10443,0.39445,0.23510
956,AAPL260116C00275000,AAPL,2026-01-16,275.00,call,11.25,10.97,10.95,11,11.00,8,2340,20872,2025-11-24,0.23438,0.5577,0.01602,-0.10696,0.41506,0.20737
959,AAPL260116P00280000,AAPL,2026-01-16,280.00,put,11.05,10.98,10.90,75,11.05,15,273,1801,2025-11-24,0.23438,-0.52257,0.01616,-0.07608,0.41878,-0.22560
961,AAPL260116P00285000,AAPL,2026-01-16,285.00,put,13.35,13.78,13.75,55,13.80,11,116,1031,2025-11-24,0.23438,-0.60055,0.01567,-0.07067,0.40606,-0.26115
963,AAPL260116P00290000,AAPL,2026-01-16,290.00,put,16.25,17.08,17.05,19,17.10,9,37,855,2025-11-24,0.21487,-0.69079,0.01560,-0.05307,0.37052,-0.30108
965,AAPL260116P00295000,AAPL,2026-01-16,295.00,put,20.15,20.88,20.85,28,20.90,2,11,705,2025-11-24,0.23438,-0.73921,0.01318,-0.05160,0.34158,-0.32686
967,AAPL260116P00300000,AAPL,2026-01-16,300.00,put,24.80,25.05,25.00,36,25.10,17,505,684,2025-11-24,0.23438,-0.79647,0.01148,-0.03974,0.29746,-0.35554
969,AAPL260116P00305000,AAPL,2026-01-16,305.00,put,31.95,29.58,29.55,6,29.60,2,1,101,2025-11-24,0.25390,-0.82357,0.00971,-0.03793,0.27243,-0.37323
971,AAPL260116P00310000,AAPL,2026-01-16,310.00,put,0.00,34.48,34.45,1,34.50,1,0,2,2025-11-24,0.27341,-0.84415,0.00832,-0.03642,0.25144,-0.38842
973,AAPL260116P00315000,AAPL,2026-01-16,315.00,put,0.00,39.52,39.40,1,39.65,4,0,0,2025-11-24,0.29292,-0.86003,0.00723,-0.03525,0.23399,-0.40179
975,AAPL260116P00320000,AAPL,2026-01-16,320.00,put,0.00,44.08,42.65,1,45.50,15,0,1,2025-11-24,0.31243,-0.87245,0.00636,-0.03440,0.21951,-0.41383
977,AAPL260116P00325000,AAPL,2026-01-16,325.00,put,0.00,49.02,47.65,5,50.40,10,0,0,2025-11-24,0.33194,-0.88229,0.00565,-0.03387,0.20749,-0.42488
979,AAPL260116P00330000,AAPL,2026-01-16,330.00,put,0.00,54.00,52.65,5,55.35,10,0,0,2025-11-24,0.35146,-0.89016,0.00508,-0.03362,0.19749,-0.43517
981,AAPL260116P00335000,AAPL,2026-01-16,335.00,put,0.00,59.02,57.65,1,60.40,10,0,0,2025-11-24,0.37097,-0.89652,0.00461,-0.03363,0.18917,-0.44488
983,AAPL260116P00340000,AAPL,2026-01-16,340.00,put,0.00,64.00,62.65,5,65.35,10,0,0,2025-11-24,0.39048,-0.90169,0.00422,-0.03388,0.18224,-0.45414
985,AAPL260116P00350000,AAPL,2026-01-16,350.00,put,0.00,74.05,72.75,5,75.35,10,0,0,2025-11-24,0.42950,-0.90936,0.00361,-0.03502,0.17164,-0.47164
987,AAPL260116P00360000,AAPL,2026-01-16,360.00,put,0.00,84.05,82.75,5,85.35,10,0,3,2025-11-24,0.48804,-0.9044,0.00331,-0.04673,0.17854,-0.48460
989,AAPL260116P00370000,AAPL,2026-01-16,370.00,put,0.00,94.05,92.75,5,95.35,10,0,0,2025-11-24,0.52706,-0.90863,0.00296,-0.04919,0.17267,-0.50079
991,AAPL260116P00380000,AAPL,2026-01-16,380.00,put,0.00,104.05,102.75,1,105.35,10,0,0,2025-11-24,0.56608,-0.91146,0.00270,-0.05227,0.16868,-0.51645
993,AAPL260116P00390000,AAPL,2026-01-16,390.00,put,0.00,114.05,112.75,5,115.35,10,0,0,2025-11-24,0.58560,-0.9213,0.00238,-0.04616,0.15438,-0.53451
995,AAPL260116P00400000,AAPL,2026-01-16,400.00,put,0.00,124.05,122.75,1,125.35,10,0,0,2025-11-24,0.62462,-0.92184,0.00222,-0.05029,0.15359,-0.54931
997,AAPL260116P00410000,AAPL,2026-01-16,410.00,put,0.00,134.05,132.75,5,135.35,10,0,0,2025-11-24,0.66364,-0.92181,0.00209,-0.05489,0.15362,-0.56392
999,AAPL260116P00420000,AAPL,2026-01-16,420.00,put,0.00,143.93,142.30,13,145.55,15,0,0,2025-11-24,0.68315,-0.92815,0.00191,-0.05032,0.14403,-0.58067
1001,AAPL260116P00430000,AAPL,2026-01-16,430.00,put,0.00,153.93,152.30,13,155.55,15,0,0,2025-11-24,0.72218,-0.92705,0.00183,-0.05573,0.14572,-0.59488
1003,AAPL260116P00440000,AAPL,2026-01-16,440.00,put,0.00,163.93,162.30,13,165.55,15,0,0,2025-11-24,0.76120,-0.92568,0.00176,-0.06155,0.14780,-0.60900
1005,AAPL260116P00450000,AAPL,2026-01-16,450.00,put,0.00,173.93,172.30,13,175.55,15,0,0,2025-11-24,0.78071,-0.93009,0.00163,-0.05811,0.14103,-0.62504
1006,AAPL260220C00100000,AAPL,2026-02-20,100.00,call,169.59,176.82,175.05,22,178.60,1,0,17,2025-11-24,0.01976,1.0,0.00000,-0.01053,0.00000,0.23885
1008,AAPL260220C00105000,AAPL,2026-02-20,105.00,call,167.74,172.05,170.10,22,174.00,22,0,2,2025-11-24,0.80022,0.99631,0.00010,-0.01772,0.01493,0.24800
1010,AAPL260220C00110000,AAPL,2026-02-20,110.00,call,159.97,167.07,165.15,22,169.00,2,0,61,2025-11-24,0.76120,0.99623,0.00011,-0.01804,0.01521,0.25991
1012,AAPL260220C00115000,AAPL,2026-02-20,115.00,call,157.84,162.10,160.20,17,164.00,2,0,1,2025-11-24,0.70267,0.99689,0.00010,-0.01712,0.01279,0.27237
1014,AAPL260220C00120000,AAPL,2026-02-20,120.00,call,154.80,157.12,155.25,22,159.00,2,0,76,2025-11-24,0.66364,0.99699,0.00010,-0.01723,0.01243,0.28440
1016,AAPL260220C00125000,AAPL,2026-02-20,125.00,call,144.90,152.18,150.35,22,154.00,2,0,36,2025-11-24,0.64413,0.99644,0.00012,-0.01834,0.01446,0.29594
1018,AAPL260220C00130000,AAPL,2026-02-20,130.00,call,135.28,147.35,145.40,22,149.30,22,0,97,2025-11-24,0.66364,0.99381,0.00019,-0.02242,0.02368,0.30591
1020,AAPL260220C00135000,AAPL,2026-02-20,135.00,call,141.10,142.40,140.45,17,144.35,1,0,11,2025-11-24,0.64413,0.99281,0.00023,-0.02387,0.02702,0.31712
1022,AAPL260220C00140000,AAPL,2026-02-20,140.00,call,128.00,137.45,135.50,17,139.40,1,0,141,2025-11-24,0.60511,0.99312,0.00023,-0.02346,0.02600,0.32933
1024,AAPL260220C00145000,AAPL,2026-02-20,145.00,call,126.50,132.23,130.55,22,133.90,30,0,15,2025-11-24,0.01976,1.0,0.00000,-0.01527,0.00000,0.34633
1026,AAPL260220C00150000,AAPL,2026-02-20,150.00,call,122.70,127.38,125.80,1,128.95,33,0,130,2025-11-24,0.48804,0.99656,0.00016,-0.01958,0.01403,0.35581
1028,AAPL260220C00155000,AAPL,2026-02-20,155.00,call,123.22,122.38,120.70,22,124.05,30,5,29,2025-11-24,0.40999,0.9987,0.00008,-0.01763,0.00580,0.36930
1030,AAPL260220C00160000,AAPL,2026-02-20,160.00,call,112.90,117.55,116.00,5,119.10,14,0,167,2025-11-24,0.46853,0.99421,0.00026,-0.02261,0.02233,0.37800
1032,AAPL260220C00165000,AAPL,2026-02-20,165.00,call,104.22,112.53,110.85,22,114.20,10,0,59,2025-11-24,0.40999,0.99655,0.00019,-0.02055,0.01407,0.39166
1034,AAPL260220C00170000,AAPL,2026-02-20,170.00,call,101.76,107.70,106.10,5,109.30,35,0,128,2025-11-24,0.44901,0.9906,0.00042,-0.02633,0.03422,0.39929
1036,AAPL260220C00175000,AAPL,2026-02-20,175.00,call,95.26,102.75,101.10,5,104.40,30,0,96,2025-11-24,0.42950,0.98952,0.00048,-0.02728,0.03760,0.41048
1038,AAPL260220C00180000,AAPL,2026-02-20,180.00,call,95.85,97.90,96.30,5,99.50,35,1,178,2025-11-24,0.42950,0.98519,0.00064,-0.03087,0.05073,0.41929
1040,AAPL260220C00185000,AAPL,2026-02-20,185.00,call,87.42,93.03,91.45,5,94.60,35,0,168,2025-11-24,0.40999,0.98353,0.00074,-0.03191,0.05558,0.43007
1042,AAPL260220C00190000,AAPL,2026-02-20,190.00,call,80.28,88.22,86.70,14,89.75,43,0,190,2025-11-24,0.40999,0.97727,0.00097,-0.03631,0.07309,0.43748
1044,AAPL260220C00195000,AAPL,2026-02-20,195.00,call,78.90,83.45,82.00,14,84.90,44,0,426,2025-11-24,0.40999,0.96935,0.00125,-0.04142,0.09383,0.44366
1046,AAPL260220C00200000,AAPL,2026-02-20,200.00,call,76.81,78.60,77.25,14,79.95,39,1,1417,2025-11-24,0.39048,0.96585,0.00143,-0.04274,0.10259,0.45314
1048,AAPL260220C00205000,AAPL,2026-02-20,205.00,call,74.00,73.80,72.45,60,75.15,46,1,760,2025-11-24,0.39048,0.95489,0.00180,-0.04870,0.12867,0.45709
1050,AAPL260220C00210000,AAPL,2026-02-20,210.00,call,70.00,69.12,68.15,35,70.10,88,21,1110,2025-11-24,0.37097,0.94962,0.00206,-0.05015,0.14057,0.46534
1052,AAPL260220C00215000,AAPL,2026-02-20,215.00,call,65.40,64.42,63.75,9,65.10,80,31,1319,2025-11-24,0.37097,0.93474,0.00253,-0.05689,0.17232,0.46640
1054,AAPL260220C00220000,AAPL,2026-02-20,220.00,call,59.00,59.35,59.10,13,59.60,73,19,2690,2025-11-24,0.33194,0.9368,0.00276,-0.05287,0.16807,0.48025
1056,AAPL260220C00225000,AAPL,2026-02-20,225.00,call,54.30,54.85,54.70,13,55.00,39,4,2871,2025-11-24,0.33194,0.91782,0.00337,-0.05986,0.20554,0.47841
1058,AAPL260220C00230000,AAPL,2026-02-20,230.00,call,51.20,50.20,50.15,9,50.25,55,22,5553,2025-11-24,0.31243,0.90729,0.00392,-0.06122,0.22490,0.48298
1060,AAPL260220C00235000,AAPL,2026-02-20,235.00,call,45.50,45.73,45.70,8,45.75,49,15,4149,2025-11-24,0.31243,0.88181,0.00468,-0.06860,0.26813,0.47635
1062,AAPL260220C00240000,AAPL,2026-02-20,240.00,call,41.55,41.33,41.30,8,41.35,34,215,5703,2025-11-24,0.31243,0.85241,0.00545,-0.07605,0.31248,0.46673
1064,AAPL260220C00245000,AAPL,2026-02-20,245.00,call,37.87,37.08,37.05,10,37.10,39,21,6146,2025-11-24,0.29292,0.8323,0.00632,-0.07704,0.33985,0.46449
1066,AAPL260220C00250000,AAPL,2026-02-20,250.00,call,33.73,32.95,32.90,8,33.00,45,95,5778,2025-11-24,0.29292,0.7947,0.00717,-0.08390,0.38527,0.44870
1068,AAPL260220C00255000,AAPL,2026-02-20,255.00,call,30.00,29.00,28.95,17,29.05,65,184,44922,2025-11-24,0.27341,0.76551,0.00829,-0.08400,0.41584,0.43997
1070,AAPL260220C00260000,AAPL,2026-02-20,260.00,call,25.20,25.17,25.15,8,25.20,73,63,9731,2025-11-24,0.27341,0.71887,0.00911,-0.08938,0.45695,0.41728
1072,AAPL260220C00265000,AAPL,2026-02-20,265.00,call,21.65,21.60,21.55,35,21.65,55,522,7384,2025-11-24,0.27341,0.66916,0.00979,-0.09358,0.49114,0.39192
1074,AAPL260220C00270000,AAPL,2026-02-20,270.00,call,18.40,18.38,18.35,10,18.40,49,846,12342,2025-11-24,0.25390,0.62223,0.01105,-0.09060,0.51492,0.37020
1076,AAPL260220C00275000,AAPL,2026-02-20,275.00,call,15.35,15.38,15.35,10,15.40,52,986,15114,2025-11-24,0.25390,0.5652,0.01144,-0.09186,0.53326,0.33877
1078,AAPL260220C00280000,AAPL,2026-02-20,280.00,call,13.30,12.68,12.65,5,12.70,52,410,7724,2025-11-24,0.25390,0.50783,0.01160,-0.09147,0.54039,0.30642
1081,AAPL260220P00285000,AAPL,2026-02-20,285.00,put,17.03,17.07,17.00,11,17.15,30,8,938,2025-11-24,0.25390,-0.54869,0.01151,-0.05945,0.53646,-0.40677
1083,AAPL260220P00290000,AAPL,2026-02-20,290.00,put,19.60,20.05,19.95,42,20.15,29,71,368,2025-11-24,0.25390,-0.60328,0.01121,-0.05548,0.52227,-0.45054
1085,AAPL260220P00295000,AAPL,2026-02-20,295.00,put,23.75,23.40,23.30,18,23.50,19,9,55,2025-11-24,0.25390,-0.65504,0.01071,-0.05027,0.49914,-0.49304
1087,AAPL260220P00300000,AAPL,2026-02-20,300.00,put,27.15,27.05,26.95,35,27.15,23,95,377,2025-11-24,0.25390,-0.70326,0.01006,-0.04408,0.46872,-0.53374
1089,AAPL260220P00310000,AAPL,2026-02-20,310.00,put,34.45,35.20,34.65,65,35.75,29,6,173,2025-11-24,0.25390,-0.78722,0.00844,-0.02994,0.39348,-0.60834
1091,AAPL260220P00320000,AAPL,2026-02-20,320.00,put,0.00,44.15,42.85,9,45.45,9,0,0,2025-11-24,0.27341,-0.83328,0.00675,-0.02346,0.33857,-0.66087
1093,AAPL260220P00330000,AAPL,2026-02-20,330.00,put,0.00,54.08,52.45,1,55.70,17,0,0,2025-11-24,0.31243,-0.84826,0.00555,-0.02587,0.31831,-0.69479
1095,AAPL260220P00340000,AAPL,2026-02-20,340.00,put,0.00,64.05,62.40,5,65.70,17,0,0,2025-11-24,0.35146,-0.85761,0.00473,-0.02894,0.30503,-0.72514
1097,AAPL260220P00350000,AAPL,2026-02-20,350.00,put,0.00,74.10,72.50,1,75.70,17,0,0,2025-11-24,0.39048,-0.8634,0.00414,-0.03258,0.29653,-0.75325
1099,AAPL260220P00360000,AAPL,2026-02-20,360.00,put,0.00,84.10,82.50,1,85.70,17,0,0,2025-11-24,0.42950,-0.86682,0.00370,-0.03673,0.29143,-0.77988
1101,AAPL260220P00370000,AAPL,2026-02-20,370.00,put,0.00,94.10,92.50,1,95.70,17,0,0,2025-11-24,0.44901,-0.88062,0.00328,-0.03308,0.27003,-0.81219
1103,AAPL260220P00380000,AAPL,2026-02-20,380.00,put,0.00,104.08,102.40,5,105.75,17,0,0,2025-11-24,0.48804,-0.88036,0.00302,-0.03811,0.27045,-0.83654
1105,AAPL260220P00390000,AAPL,2026-02-20,390.00,put,0.00,114.08,112.40,5,115.75,17,0,0,2025-11-24,0.52706,-0.87931,0.00281,-0.04355,0.27211,-0.86044
1107,AAPL260220P00400000,AAPL,2026-02-20,400.00,put,0.00,124.12,122.50,1,125.75,17,0,0,2025-11-24,0.54657,-0.88775,0.00258,-0.04105,0.25847,-0.88945
1109,AAPL260220P00410000,AAPL,2026-02-20,410.00,put,0.00,134.07,132.40,5,135.75,17,0,0,2025-11-24,0.58560,-0.88514,0.00244,-0.04719,0.26275,-0.91241
1111,AAPL260220P00420000,AAPL,2026-02-20,420.00,put,0.00,144.07,142.40,5,145.75,17,0,0,2025-11-24,0.60511,-0.8914,0.00227,-0.04533,0.25241,-0.94011
1113,AAPL260220P00430000,AAPL,2026-02-20,430.00,put,0.00,154.07,152.40,5,155.75,17,0,0,2025-11-24,0.64413,-0.88783,0.00219,-0.05211,0.25834,-0.96252
1115,AAPL260220P00440000,AAPL,2026-02-20,440.00,put,0.00,164.12,162.50,1,165.75,17,0,0,2025-11-24,0.66364,-0.8926,0.00206,-0.05080,0.25041,-0.98932
1117,AAPL260220P00450000,AAPL,2026-02-20,450.00,put,0.00,174.07,172.40,5,175.75,17,0,0,2025-11-24,0.68315,-0.89663,0.00194,-0.04976,0.24357,-1.01569
1118,AAPL260320C00090000,AAPL,2026-03-20,90.00,call,183.54,186.90,185.30,5,188.50,5,0,134,2025-11-24,0.01976,1.0,0.00000,-0.00945,0.00000,0.28252
1120,AAPL260320C00095000,AAPL,2026-03-20,95.00,call,118.29,182.12,180.25,26,184.00,2,0,8,2025-11-24,0.66364,0.99893,0.00003,-0.01153,0.00557,0.29717
1122,AAPL260320C00100000,AAPL,2026-03-20,100.00,call,173.28,177.15,175.30,26,179.00,2,0,52,2025-11-24,0.54657,0.99976,0.00001,-0.01083,0.00142,0.31368
1124,AAPL260320C00105000,AAPL,2026-03-20,105.00,call,170.67,172.35,170.40,26,174.30,26,0,30,2025-11-24,0.70267,0.99619,0.00010,-0.01624,0.01765,0.32581
1126,AAPL260320C00110000,AAPL,2026-03-20,110.00,call,163.39,167.43,165.50,26,169.35,1,0,21,2025-11-24,0.68315,0.99551,0.00012,-0.01742,0.02045,0.34083
1128,AAPL260320C00115000,AAPL,2026-03-20,115.00,call,156.58,162.12,160.70,4,163.55,1,0,189,2025-11-24,0.01976,1.0,0.00000,-0.01207,0.00000,0.36100
1130,AAPL260320C00120000,AAPL,2026-03-20,120.00,call,150.25,157.57,155.65,26,159.50,2,0,78,2025-11-24,0.62462,0.995,0.00015,-0.01849,0.02250,0.37176
1132,AAPL260320C00125000,AAPL,2026-03-20,125.00,call,144.32,152.48,150.90,4,154.05,4,0,129,2025-11-24,0.48804,0.99889,0.00005,-0.01430,0.00574,0.39134
1134,AAPL260320C00130000,AAPL,2026-03-20,130.00,call,141.04,147.57,146.00,15,149.15,10,0,226,2025-11-24,0.50755,0.99757,0.00010,-0.01614,0.01176,0.40576
1136,AAPL260320C00135000,AAPL,2026-03-20,135.00,call,134.05,142.35,141.05,5,143.65,13,0,338,2025-11-24,0.01976,1.0,0.00000,-0.01417,0.00000,0.42378
1138,AAPL260320C00140000,AAPL,2026-03-20,140.00,call,131.01,137.75,136.15,5,139.35,15,0,337,2025-11-24,0.48804,0.99596,0.00016,-0.01848,0.01861,0.43560
1140,AAPL260320C00145000,AAPL,2026-03-20,145.00,call,131.78,132.85,131.25,5,134.45,12,0,228,2025-11-24,0.48804,0.99415,0.00022,-0.02048,0.02587,0.44955
1142,AAPL260320C00150000,AAPL,2026-03-20,150.00,call,126.20,128.03,126.50,5,129.55,13,0,580,2025-11-24,0.50755,0.98973,0.00035,-0.02470,0.04244,0.46090
1144,AAPL260320C00155000,AAPL,2026-03-20,155.00,call,122.50,123.05,121.45,5,124.65,10,0,218,2025-11-24,0.46853,0.99091,0.00034,-0.02368,0.03812,0.47783
1146,AAPL260320C00160000,AAPL,2026-03-20,160.00,call,116.80,118.15,116.55,5,119.75,10,1,391,2025-11-24,0.44901,0.99005,0.00038,-0.02447,0.04129,0.49272
1148,AAPL260320C00165000,AAPL,2026-03-20,165.00,call,110.43,113.28,111.70,5,114.85,10,2,275,2025-11-24,0.44901,0.98633,0.00050,-0.02741,0.05439,0.50481
1150,AAPL260320C00170000,AAPL,2026-03-20,170.00,call,99.85,108.50,107.00,21,110.00,10,0,779,2025-11-24,0.44901,0.98163,0.00064,-0.03082,0.07007,0.51593
1152,AAPL260320C00175000,AAPL,2026-03-20,175.00,call,101.96,103.55,101.95,5,105.15,14,2,448,2025-11-24,0.42950,0.97994,0.00073,-0.03171,0.07551,0.53006
1154,AAPL260320C00180000,AAPL,2026-03-20,180.00,call,99.00,98.47,97.35,9,99.60,14,4,724,2025-11-24,0.37097,0.98631,0.00061,-0.02717,0.05445,0.55210
1156,AAPL260320C00185000,AAPL,2026-03-20,185.00,call,92.00,93.97,92.50,9,95.45,14,0,615,2025-11-24,0.40999,0.97118,0.00103,-0.03659,0.10236,0.55303
1158,AAPL260320C00190000,AAPL,2026-03-20,190.00,call,83.04,89.08,87.50,9,90.65,14,0,695,2025-11-24,0.39048,0.96862,0.00116,-0.03743,0.10985,0.56636
1160,AAPL260320C00195000,AAPL,2026-03-20,195.00,call,82.66,84.35,83.55,55,85.15,115,2,1821,2025-11-24,0.39048,0.95933,0.00144,-0.04203,0.13587,0.57301
1162,AAPL260320C00200000,AAPL,2026-03-20,200.00,call,80.50,79.53,79.30,30,79.75,38,35,5668,2025-11-24,0.37097,0.95565,0.00162,-0.04288,0.14573,0.58532
1164,AAPL260320C00210000,AAPL,2026-03-20,210.00,call,70.86,70.10,69.90,28,70.30,39,9,4456,2025-11-24,0.35146,0.93812,0.00223,-0.04882,0.18981,0.59992
1166,AAPL260320C00220000,AAPL,2026-03-20,220.00,call,61.00,60.85,60.70,12,61.00,56,21,5424,2025-11-24,0.33194,0.91462,0.00302,-0.05511,0.24286,0.60879
1168,AAPL260320C00230000,AAPL,2026-03-20,230.00,call,52.80,51.83,51.80,4,51.85,27,27,6592,2025-11-24,0.31243,0.88329,0.00404,-0.06150,0.30511,0.61013
1170,AAPL260320C00240000,AAPL,2026-03-20,240.00,call,43.49,43.23,43.20,8,43.25,30,46,12220,2025-11-24,0.29292,0.84179,0.00530,-0.06756,0.37569,0.60168
1172,AAPL260320C00250000,AAPL,2026-03-20,250.00,call,35.37,35.12,35.10,10,35.15,40,85,13543,2025-11-24,0.29292,0.77477,0.00659,-0.07789,0.46678,0.56680
1174,AAPL260320C00260000,AAPL,2026-03-20,260.00,call,27.55,27.58,27.55,13,27.60,13,341,10379,2025-11-24,0.27341,0.70631,0.00810,-0.08090,0.53559,0.53148
1176,AAPL260320C00270000,AAPL,2026-03-20,270.00,call,21.10,20.92,20.90,10,20.95,33,286,11602,2025-11-24,0.25390,0.62143,0.00963,-0.08079,0.59157,0.47969
1178,AAPL260320C00280000,AAPL,2026-03-20,280.00,call,15.40,15.25,15.25,1,15.25,31,382,28240,2025-11-24,0.25390,0.522,0.01009,-0.08148,0.61961,0.40867
1181,AAPL260320P00290000,AAPL,2026-03-20,290.00,put,21.05,21.58,21.55,45,21.60,7,3,274,2025-11-24,0.25390,-0.57535,0.00992,-0.04750,0.60945,-0.57396
1183,AAPL260320P00300000,AAPL,2026-03-20,300.00,put,27.90,28.32,28.20,4,28.45,4,21,570,2025-11-24,0.25390,-0.66526,0.00922,-0.03946,0.56651,-0.67396
1185,AAPL260320P00310000,AAPL,2026-03-20,310.00,put,35.48,36.17,35.60,30,36.75,30,18,304,2025-11-24,0.25390,-0.74407,0.00815,-0.02912,0.50043,-0.76671
1187,AAPL260320P00320000,AAPL,2026-03-20,320.00,put,0.00,44.90,44.30,4,45.50,4,0,45,2025-11-24,0.27341,-0.78945,0.00679,-0.02499,0.44898,-0.83489
1189,AAPL260320P00330000,AAPL,2026-03-20,330.00,put,55.00,54.15,52.35,1,55.95,21,1,1,2025-11-24,0.29292,-0.82294,0.00570,-0.02112,0.40395,-0.89351
1191,AAPL260320P00340000,AAPL,2026-03-20,340.00,put,0.00,64.10,62.25,1,65.95,21,0,0,2025-11-24,0.33194,-0.83059,0.00489,-0.02500,0.39274,-0.93241
1193,AAPL260320P00350000,AAPL,2026-03-20,350.00,put,0.00,74.10,72.30,1,75.90,21,0,0,2025-11-24,0.37097,-0.83489,0.00430,-0.02937,0.38629,-0.96856
1195,AAPL260320P00360000,AAPL,2026-03-20,360.00,put,0.00,84.10,82.30,1,85.90,21,0,0,2025-11-24,0.39048,-0.85135,0.00382,-0.02678,0.36048,-1.01323
1197,AAPL260320P00370000,AAPL,2026-03-20,370.00,put,0.00,94.05,92.20,5,95.90,21,0,0,2025-11-24,0.42950,-0.85077,0.00348,-0.03195,0.36144,-1.04539
1199,AAPL260320P00380000,AAPL,2026-03-20,380.00,put,0.00,104.08,102.20,5,105.95,21,0,0,2025-11-24,0.44901,-0.86195,0.00316,-0.03005,0.34292,-1.08580
1201,AAPL260320P00390000,AAPL,2026-03-20,390.00,put,0.00,114.08,112.20,5,115.95,21,0,0,2025-11-24,0.48804,-0.85889,0.00295,-0.03589,0.34808,-1.11600
1203,AAPL260320P00400000,AAPL,2026-03-20,400.00,put,0.00,124.08,122.20,5,125.95,21,0,0,2025-11-24,0.50755,-0.86687,0.00272,-0.03459,0.33451,-1.15384
1205,AAPL260320P00410000,AAPL,2026-03-20,410.00,put,0.00,134.12,132.30,1,135.95,21,0,0,2025-11-24,0.54657,-0.86242,0.00259,-0.04103,0.34213,-1.18299
1207,AAPL260320P00420000,AAPL,2026-03-20,420.00,put,0.00,144.05,142.15,21,145.95,21,0,0,2025-11-24,0.56608,-0.86829,0.00242,-0.04024,0.33204,-1.21917
1209,AAPL260320P00430000,AAPL,2026-03-20,430.00,put,0.00,154.07,152.20,5,155.95,21,0,0,2025-11-24,0.58560,-0.87318,0.00228,-0.03968,0.32345,-1.25459
1211,AAPL260320P00440000,AAPL,2026-03-20,440.00,put,0.00,164.07,162.20,5,165.95,21,0,0,2025-11-24,0.62462,-0.8674,0.00221,-0.04690,0.33358,-1.28276
1213,AAPL260320P00450000,AAPL,2026-03-20,450.00,put,0.00,174.10,172.25,1,175.95,21,0,0,2025-11-24,0.64413,-0.87108,0.00210,-0.04677,0.32716,-1.31725
1214,AAPL260417C00120000,AAPL,2026-04-17,120.00,call,150.73,158.05,156.10,21,160.00,21,0,2,2025-11-24,0.60511,0.99226,0.00020,-0.02006,0.03690,0.45661
1216,AAPL260417C00125000,AAPL,2026-04-17,125.00,call,130.76,153.10,151.20,21,155.00,2,0,6,2025-11-24,0.56608,0.99281,0.00020,-0.01964,0.03457,0.47681
1218,AAPL260417C00130000,AAPL,2026-04-17,130.00,call,143.71,148.15,146.30,21,150.00,2,0,80,2025-11-24,0.54657,0.99199,0.00023,-0.02056,0.03804,0.49526
1220,AAPL260417C00135000,AAPL,2026-04-17,135.00,call,136.61,143.07,141.40,21,144.75,30,0,132,2025-11-24,0.46853,0.99571,0.00016,-0.01755,0.02187,0.51937
1222,AAPL260417C00140000,AAPL,2026-04-17,140.00,call,133.61,138.50,136.55,21,140.45,21,0,94,2025-11-24,0.52706,0.98813,0.00034,-0.02408,0.05363,0.52936
1224,AAPL260417C00145000,AAPL,2026-04-17,145.00,call,124.95,133.32,131.65,26,135.00,30,0,27,2025-11-24,0.44901,0.99337,0.00024,-0.01999,0.03220,0.55542
1226,AAPL260417C00150000,AAPL,2026-04-17,150.00,call,122.48,128.45,126.80,26,130.10,30,0,39,2025-11-24,0.44901,0.99077,0.00032,-0.02212,0.04306,0.57170
